Image_Path,Predicted_Class,Ground_Truth
ed4/alldata/4/76.png,4,4
ed4/alldata/4/281.png,2,2
ed4/alldata/1/169.png,0,1
ed4/alldata/1/32.png,3,3
ed4/alldata/3/183.png,4,4
ed4/alldata/3/36.png,0,0
ed4/alldata/2/319.png,3,3
ed4/alldata/3/194.png,4,3
ed4/alldata/5/591.png,0,0
ed4/alldata/5/217.png,3,3
ed4/alldata/3/243.png,4,4
ed4/alldata/5/612.png,3,4
ed4/alldata/5/439.png,4,4
ed4/alldata/5/693.png,4,4
ed4/alldata/5/659.png,2,2
ed4/alldata/3/354.png,1,4
ed4/alldata/2/344.png,2,2
ed4/alldata/4/204.png,0,0
ed4/alldata/2/294.png,4,4
ed4/alldata/5/627.png,0,1
ed4/alldata/4/254.png,4,3
ed4/alldata/1/466.png,1,1
ed4/alldata/4/293.png,3,3
ed4/alldata/5/486.png,2,3
ed4/alldata/2/330.png,4,4
ed4/alldata/5/261.png,2,2
ed4/alldata/1/260.png,2,2
ed4/alldata/4/43.png,4,2
ed4/alldata/4/212.png,3,4
ed4/alldata/1/171.png,1,1
ed4/alldata/3/308.png,1,2
ed4/alldata/3/204.png,2,2
ed4/alldata/3/84.png,1,1
ed4/alldata/5/308.png,1,1
ed4/alldata/3/117.png,3,4
ed4/alldata/1/441.png,0,0
ed4/alldata/4/67.png,0,0
ed4/alldata/5/131.png,3,4
ed4/alldata/1/369.png,1,1
ed4/alldata/3/193.png,2,2
ed4/alldata/2/92.png,0,0
ed4/alldata/2/190.png,0,0
ed4/alldata/4/216.png,4,4
ed4/alldata/4/30.png,4,4
ed4/alldata/5/615.png,1,0
ed4/alldata/3/103.png,0,2
ed4/alldata/5/314.png,4,4
ed4/alldata/3/65.png,1,0
ed4/alldata/1/195.png,3,3
ed4/alldata/5/460.png,4,4
ed4/alldata/1/29.png,4,3
ed4/alldata/5/405.png,1,1
ed4/alldata/2/150.png,4,3
ed4/alldata/2/224.png,2,2
ed4/alldata/5/487.png,0,0
ed4/alldata/4/62.png,2,2
ed4/alldata/5/428.png,4,3
ed4/alldata/3/388.png,2,2
ed4/alldata/4/362.png,2,2
ed4/alldata/1/427.png,0,0
ed4/alldata/5/535.png,2,1
ed4/alldata/5/352.png,0,1
ed4/alldata/3/125.png,3,0
ed4/alldata/2/275.png,4,2
ed4/alldata/4/76.png,4,4
ed4/alldata/4/281.png,0,0
